DDX42	DNAH5	0.0007203415088995626
USP9X	FANCM	7.050974497341356e-05
USP9X	ABCC10	7.050974497341356e-05
TYK2	RPL22	6.657518082617114e-05
UTRN	PLCE1	0.0006289007070012744
PTPRS	MUC16	0.0006624468866221985
OBSCN	ZFHX3	1.2780546763790124e-05
HMCN1	ABCA12	0.0003564859225709167
MEGF8	TNRC6A	5.7084629729387455e-05
TAF1L	UBR4	3.199964300732807e-05
CSMD1	DYNC1H1	0.00010777911695805786
RNF43	ARID5B	0.0002375035758701561
CACNA1E	KIF1A	0.0008261332273801415
AHCTF1	LCT	0.00017969748987626855
TAF1L	RIMBP2	9.079945398490372e-05
VPS13B	CAMTA1	0.00016088179171400345
SHROOM3	HTT	0.00017969748987626855
OBSCN	ATR	0.00040865319735292765
NOTCH1	MTUS2	0.0005826612789569291
CCND1	PDZD2	0.0007145237027115863
ATM	SCN1A	0.0002778372957709682
CAD	ANPEP	0.000513552162592188
NOS1	CACNA1G	0.000513552162592188
DOCK6	JAG1	0.0007875724885986374
ZC3H13	LOXL2	6.186419491562658e-05
NRXN1	NBEA	0.0003564859225709003
SCN5A	DST	0.0009395954586374024
ITPR1	CCND1	2.2141470100680765e-05
XIRP1	SLIT3	0.00010957583581991693
MLL4	MUC5B	0.00022824098585332733
ASH1L	CAD	1.8952647457501184e-05
MLL2	MYPN	0.0006461820847234389
CACNA1E	BPTF	0.0001513858832714763
NOS1	IGSF22	9.678906548721868e-06
CUL9	PCNXL2	0.0007875724885986374
ATP11C	TNRC6B	0.000315712356538295
SPEG	PRRC2C	0.0007875724885986374
RBMXL3	ANK1	0.0004861501299915159
MYO3A	AKAP13	0.0007875724885986641
HSPG2	TSC2	0.00010957583581991654
OBSCN	OTOF	0.0004098187503133274
ITPR3	FLG	0.0008215619951276172
FN1	NUP214	0.0004861501299915159
HMCN1	ZFHX3	0.0007195500115170944
UBR4	BCOR	0.0006541960697818769
PRRC2C	HTT	0.000513552162592188
SON	DNHD1	7.050974497341318e-05
ALPK2	SON	0.0002778372957709682
THOC2	ALK	0.00017969748987626597
MACF1	STAG2	0.0006461820847234389
NEB	SEMA3D	9.859761848357388e-05
FLNA	MYLK	0.0008024603061822997
SMC1A	DLC1	0.00010957583581991693
MTOR	HUWE1	0.00016900750792969225
MGA	ZFHX3	0.0006691908254232227
COL22A1	PDZD2	0.0004861501299915159
DST	ZFHX3	0.00013210197209177936
MLL3	PPFIA2	9.079945398490372e-05
SEMA3D	ABCB1	2.2246437852360293e-06
ABCC10	NFE2L2	0.00027783729577094996
APEX2	PRRC2C	0.00017969748987626855
SLC9A5	KALRN	0.0005826612789569291
ZC3H13	SDK2	0.00017969748987626855
MYO18B	PPFIA2	0.0007875724885986374
LRP1B	TSC2	0.0008024603061822997
ZFAT	RNF213	0.00013824351079806205
NPHP4	ANK1	0.0004861501299915159
ZNF462	ZZEF1	0.0007145237027115863
FAT1	DOCK2	0.0007613968346072808
INSR	OCA2	0.00017969748987626597
SDK1	FAT1	0.0005268819063456259
ZFAT	ADAMTS16	0.000315712356538295
APOB	ANKRD30A	0.0002888753183781833
USP9X	PCDH15	0.00040555994213225166
TYK2	DVL3	0.00048615012999153747
MLL3	LRRC66	0.0005826612789569182
FAT3	MEGF8	0.0003328242894214479
USP9X	GRIN2B	7.050974497341356e-05
TMC4	AHNAK2	0.00018048921426685349
DMD	GPR112	0.0008589098291402991
BCOR	FLNC	4.048472480284336e-05
NCOA6	HYDIN	0.00027783729577094996
DOCK1	HERC1	0.00026651610251849544
CELSR1	RPL22	0.00017271563651157022
SMG7	RPL22	0.0004953331247504476
SMC1A	DYNC1H1	0.0008024603061822897
CSDE1	MUC16	9.589024940680907e-05
VPS13B	KALRN	0.0004184669957526883
SCN10A	HERC1	0.00026651610251849544
NEB	PXDN	4.420280728919911e-05
AR	DYNC1H1	0.0008024603061822897
PIKFYVE	CACNA1D	0.000315712356538295
NEB	CACNA1C	0.00040045051440719414
DNAH1	SCN10A	0.00016900750792969225
LRFN2	DOCK1	0.00041002560575148625
DLC1	TNRC6A	0.0007145237027116527
ZFAT	MDN1	0.0002888753183782089
ASXL3	ZFAT	0.000513552162592188
CELSR3	ARHGAP33	0.0005826612789569182
WHSC1L1	MUC5B	0.00023903073329544576
EP300	DOCK11	0.0004100256057514914
NEB	ZNF532	0.0002107726811578786
CACNA1E	ATP11C	0.0002888753183781833
CDH23	YLPM1	0.0004100256057514914
SHROOM3	HERC1	0.0005826612789569291
IFT140	SHROOM3	0.00010957583581991654
FN1	ITPR3	0.0004861501299915159
MLL3	ARHGEF15	0.0005826612789569182
TRPM1	DNAH9	3.3163710893358334e-05
CPAMD8	NRK	0.000315712356538295
CUL9	NBEA	0.0003564859225709003
LRP1	NF1	0.000501087559161567
TAF1	PCDHGA3	0.000720341508899564
ANKRD11	LRRK1	0.00027783729577094996
SLC9A5	RYR1	0.0004953331247504476
PCDHGB1	DOCK1	0.0007145237027116527
ITPR1	PCDH10	0.0008024603061822997
OBSCN	PLCE1	0.00012760373910485176
KIF1A	FAM83B	0.0007145237027115863
OBSCN	TNRC6A	0.0007559314999086295
EPHA5	SZT2	0.0008261332273801473
PCDHA11	CASK	0.0004100256057514914
PTPRK	ABCA13	0.00021077268115788795
MACF1	LCT	8.602927997860492e-05
LMTK2	CACNA1C	0.00031571235653829834
LAMB1	ANKRD30A	0.00031571235653829834
LAMB2	LAMA3	0.0004100256057514914
ZFHX4	MED12	0.0007827087158463256
RPL22	BCAN	0.0001542756693561111
DYNC2H1	CPAMD8	0.0007875724885986374
MACF1	DNAH3	0.0005748331289985488
CACNA1D	GPR158	0.00010957583581991654
DOCK11	KALRN	0.0005826612789569291
CIC	EP400	8.841689521131461e-06
FLG	RYR1	0.0007953518924637194
PXDN	FLNC	0.00024388882173905538
PKHD1	DNAH2	0.0007875724885986641
UBR4	DYSF	0.00023750357587016497
AKAP6	CAD	0.000513552162592188
AKAP9	POLQ	0.0004861501299915159
CACNB1	DAPK1	0.0007145237027115863
ABCA8	DNAH3	0.0005826612789569291
SYNJ1	PDZD2	0.0004861501299915159
PLCE1	ARHGEF15	0.0005826612789569182
EPHA5	YLPM1	0.0004100256057514914
ATP10B	BAZ2B	0.0001932989765424236
PCDHA11	ARID1B	0.0007145237027115863
DLGAP2	PRRC2C	0.00017969748987626855
FNDC1	MUC5B	0.0006324592043342117
MKI67	PLXNA2	4.9107681780167305e-05
SLC9A5	FLG	1.785518227244512e-05
LRP2	ZZEF1	0.00028679739974767353
LRP2	ALMS1	6.482767454341469e-05
RPL22	AMOTL2	0.0004953331247504415
IFT140	COLEC11	2.2246437852360217e-06
NOS1	DNAH10	0.00020294442143650772
MAST4	UBR4	0.0002375035758701561
ATP10B	DVL3	0.00048615012999153747
ZFAT	LYST	0.000513552162592188
ASPM	LOXL2	0.0005826612789569182
RNF213	PLEC	2.237214600336342e-06
LRP2	KIAA0664	6.482767454341469e-05
BRCA2	FAT1	0.00011360352735022198
HUWE1	RYR1	0.0005828751251108281
SDK1	PTCHD2	0.0002778372957709682
MYOM1	CACNA1E	0.00015138588327147495
RIMBP2	KIAA0664	0.0007875724885986641
SYNJ1	BCOR	9.262969340621036e-05
CAD	DAPK1	0.000315712356538295
OBSCN	RPL22	2.8850199096046087e-05
ABCA12	ASPM	0.00016088179171399943
UBR4	COLEC11	0.00023750357587016497
SACS	PRKDC	0.0008024603061822997
ABCA12	LOXL2	0.0002778372957709682
DST	PRKDC	0.00023750357587016497
MYOM2	ASPM	0.0005826612789569291
ZFHX3	ABCC10	0.0009300400425403042
LRRC66	TNRC6A	0.00041002560575148625
ARID4A	SACS	0.0008024603061822897
SIN3A	WDFY4	6.410970997119322e-05
LRFN2	CCND1	0.00041002560575148625
ABCA13	TNXB	0.0002107726811578786
LRP2	TTN	0.00016155487224730358
MDN1	KALRN	9.940914728558412e-05
PTPRS	ATP10B	0.0004861501299915159
DST	PDZD2	0.000501087559161567
USP9X	DSCAM	0.0008589098291402961
APC	PCDHGB1	2.9402984551187943e-05
DNAH9	DOCK11	0.0008024603061822997
HYDIN	ZFHX3	0.0006691908254232227
MUC16	ATP11C	0.0002775202860731093
TCF20	NCOA6	0.00010957583581991654
NSD1	SACS	0.0006289007070012521
KIAA0664	PLEC	0.0004861501299915159
FAT1	ASH1L	0.00026082927899958387
LRP2	DNHD1	7.955552900285018e-05
MLL2	DNAH3	0.0005748331289985488
ZFAT	SPTB	9.079945398490452e-05
APC	MKI67	0.000585455245691068
SPTA1	CARD11	0.0008024603061822997
KSR1	ASXL3	0.00017969748987626855
USH2A	DYSF	0.0007613968346072808
NIPBL	RYR3	8.602927997860676e-05
COL7A1	AKAP13	6.079268992670502e-05
FN1	DST	0.00012935751239782572
LRRC66	RELN	2.2246437852360293e-06
IFT140	SLIT3	0.0001932989765424236
CNTNAP5	ASXL3	0.000513552162592188
APC	BRCA2	0.0007145237027115863
CUL9	LRP2	0.0009405912687218811
KSR1	GLI3	0.0005826612789569291
UTRN	MAST4	0.0008024603061822997
CAD	LRP1	0.0009395954586374024
SYNE1	FLNB	0.00010589305547879973
CHL1	FLG	0.0008215619951276172
ABCA13	PPRC1	9.859761848357388e-05
FAT1	ANPEP	1.545302625068739e-05
ITPR1	GON4L	0.0008024603061822997
CAMTA1	MDN1	0.0005052292517948738
DYSF	PCLO	0.00041002560575148625
SACS	DOCK11	0.0008024603061822997
DOCK1	HERC2	0.0008261332273801473
IGF2R	FAT1	0.0005268819063456259
SIN3A	KIAA0664	0.00016088179171400345
ODZ4	FLG	0.00021721980887555217
HUWE1	ALK	0.0004100256057514914
RHPN2	PXDN	0.00027783729577094996
RBMXL3	POLQ	0.0004861501299915159
EYS	ANPEP	0.00013824351079806514
MLL4	MACF1	0.0004080542630704397
TCF20	CAMTA1	0.00048615012999153747
NEB	NF1	0.0002107726811578786
ZFHX3	RYR1	0.0004992446393562234
UTRN	RNF43	0.0008024603061822997
DOCK11	MYO3A	0.00017969748987626855
MEGF8	KIF21B	0.000513552162592188
SPEN	NBEAL2	0.0007145237027115863
EP300	NF1	0.0007145237027115863
CACNA1E	MUC16	3.9044249005677223e-05
ZC3H13	MUC17	4.9107681780167386e-05
MYPN	RYR1	6.657518082617114e-05
SHROOM3	ANK3	0.0005826612789569291
BAZ2B	CAMTA1	0.00048615012999153747
VPS13B	MDN1	9.9409147285592e-05
ABCA12	RYR1	2.0721625909498456e-05
MYO10	ZFAT	0.00017969748987626855
ACO1	ITIH6	0.00048615012999153747
OBSCN	MLL3	0.00012760373910485176
PTPN14	LOXL2	0.0005826612789569182
LAMA2	SYNE1	0.000585455245691068
DNAH2	LCT	0.0007875724885986374
CUL9	BPTF	0.0004861501299915159
TCF20	ABCA13	0.00021077268115788795
ALPK2	PCDH15	0.0005052292517948738
MLL3	PRKDC	0.0005826612789569182
ODZ4	TTN	5.6615673111444776e-05
ASH1L	L1CAM	0.0007875724885986641
LRP2	ITIH6	0.0009405912687219345
SYNJ1	CARD11	7.952829560627239e-06
PRRC2C	GIGYF2	0.00013824351079806205
APOB	PLEC	0.0001513858832714763
FAT3	ITIH6	5.251884275338463e-05
PTPN13	USH2A	0.0007613968346073008
MUC5B	ATR	0.0005309498192786324
DMD	NFASC	0.00012852019707431194
CARD11	HTT	0.00017969748987626855
XIRP1	UBR4	0.0002375035758701561
SIN3A	ZNF423	0.0005826612789569182
PCDHA7	RELN	4.697018245274458e-05
ATM	FAT3	5.2518842753388045e-05
SPTBN5	TAF1L	2.1595341039391987e-05
SVIL	LRRK2	0.00017969748987626855
DOCK1	RPL22	0.0005828751251108281
ZFHX3	TTN	1.4232579723565209e-05
SVEP1	OTOF	0.0007875724885986641
TCF20	MDN1	0.00015138588327147495
ATM	SACS	0.00024388882173905538
SIN3A	CACNA1F	0.0006289007070012521
SYNJ1	TYK2	0.0004861501299915159
STAB2	UBR4	0.0004239296116573128
IGSF22	PCDHGA3	0.00031571235653829834
ASXL3	LCT	0.000513552162592188
BCAN	PCDHGA3	0.000513552162592188
VPS13B	USP9X	5.277314447234366e-06
HERC2	FAM135B	0.0008261332273801415
DOCK1	LCT	5.708462972938898e-05
PTPRS	COL11A1	0.0005052292517948738
ABCA8	MUC16	2.453559214506347e-05
ZFAT	FCGBP	9.678906548721868e-06
SPTBN5	BCOR	6.672457811492457e-06
CELSR2	NBEA	0.0003564859225709003
MYO10	SLC9A5	6.186419491562658e-05
SPEN	PTPRK	0.0007145237027115863
SPEG	CACNA1B	0.0007875724885986374
KSR1	KIF26B	0.00010957583581991693
ALPK2	DNHD1	0.0005052292517948738
PTPRS	EP400	0.0003564859225709003
INSR	NAV3	0.0007875724885986641
CAD	EP400	8.841689521131461e-06
SACS	SMG7	0.0008024603061822997
DOCK6	ADAMTS16	0.0004861501299915159
TAF1L	KIAA0664	0.00016088179171400345
RBMXL3	LYST	0.0007875724885986374
KIF1A	HSPG2	0.0007145237027115863
CREBBP	PDZD2	0.000315712356538295
INPPL1	ASPM	9.079945398490452e-05
CUL9	TNRC6B	0.0004861501299915159
VPS13B	ALPK2	0.00016088179171400345
WDFY3	ATP10B	0.0004861501299915159
PLCE1	PPRC1	0.0005826612789569182
NALCN	CSMD2	3.3163710893358334e-05
ABCC10	MEGF8	0.00017969748987626855
MLL4	ATP11C	0.00040045051440719414
DYNC1H1	PLXNA2	0.0008024603061822997
SPTBN1	PTPRS	3.40165920808948e-05
ZFAT	HSPG2	0.000315712356538295
LRP2	CSMD2	0.0003588241532188276
NSD1	KALRN	0.0004184669957526883
DVL3	MYH1	0.0007875724885986374
SON	SLIT3	2.2246437852360293e-06
ASXL3	CNTN3	0.00017969748987626597
ASXL3	GPR179	0.000315712356538295
SON	RYR1	0.0004953331247504476
DYNC2H1	FANCM	0.0002778372957709682
PCDH10	LOXL2	6.186419491562658e-05
FAT4	PCDH15	0.0008929575961374214
MYO3A	VCAN	9.678906548721868e-06
IFT140	PXDN	0.00048615012999153747
NSD1	PKHD1L1	0.0004184669957526883
FAT1	OCA2	0.0007613968346072808
DNAH11	GIGYF2	0.00024388882173905538
TAF1	PCLO	0.00017483005019699153
FREM2	PCNXL2	0.00031571235653829834
DNAH11	CACNA1G	0.0007875724885986374
CUL9	MKI67	1.86946200752118e-05
CELSR3	BCOR	0.00030635062106237584
DNAH5	KRAS	0.0006299053933205302
DLGAP2	RNF213	0.0008024603061822897
ZFHX3	FLNC	0.0004193243482488384
COL7A1	PTCH1	0.0002778372957709682
BIRC6	HYDIN	0.0002438888217390701
ZFAT	DOCK6	0.0007875724885986641
CUL9	ATP11C	0.0007875724885986374
SON	RPL22	0.0004953331247504476
PTPRB	CELSR2	0.0007875724885986641
ANKRD30A	SLIT3	0.000315712356538295
LMTK2	LRRC66	0.00010957583581991654
TECTA	SCN10A	0.00040227978719500326
CACNB1	SCN1A	0.0004100256057514914
ALPK2	USP9X	0.0005052292517948738
STAB2	RNF43	0.0005826612789569182
MACF1	ZZEF1	0.0006461820847234389
CASK	FLNA	0.0008024603061822897
CIC	DNAH5	0.0007203415088995626
KNDC1	TRRAP	0.00021077268115788795
MYO15A	SLC26A9	0.0005826612789569182
CAMTA1	PPRC1	0.0002778372957709682
PLCE1	RPL22	9.299246414529955e-05
PTPRS	ARHGAP31	0.0007875724885986374
CACNA1B	FLG	0.00011614502216922286
SYNJ1	ZFAT	0.0007875724885986374
ZNF462	MEGF10	0.0004100256057514914
USP9X	RPL22	0.0004961435280316138
SORCS2	KRAS	4.3759038875856716e-05
ZFHX3	SLC26A9	0.0009300400425403042
LMTK2	MYO18B	0.00048615012999153747
MLL2	MYH7	0.0005748331289985488
ANPEP	PPFIA4	0.00017969748987626597
LRFN2	CELSR1	0.0008024603061822897
MYPN	PLXNA2	0.00010957583581991654
LRRC66	FREM2	0.00010957583581991693
PCDHA9	MYO7B	0.0004861501299915159
WDFY3	ZAN	8.759139094293547e-07
SHROOM3	RPL22	0.0004953331247504476
CACNA1C	MYO18B	3.40165920808948e-05
ZNF532	HIVEP3	0.00031571235653829834
ITPR1	PKD1L1	0.0002438888217390701
NOTCH1	ZFAT	0.00017969748987626855
TTN	SYNE1	0.00048025659055513526
NIPBL	ZZEF1	9.678906548721868e-06
SVEP1	HSPG2	0.000315712356538295
TAF1	LRRK2	0.000720341508899564
PCDHGB1	USP9X	0.00015138588327147495
SYNJ1	RPL22	0.0003145405214920887
LRFN2	KALRN	0.0005826612789569291
ZC3H13	ARHGAP31	0.00017969748987626855
ALMS1	DNHD1	2.925059827820216e-05
CPAMD8	DOCK11	0.00017969748987626597
FAT4	MYLK	0.0007613968346072808
USH2A	MDN1	0.0008929575961374214
PCDHA3	MUC5B	0.0009410022106561311
USP54	TMEM131	6.186419491562658e-05
SPTBN5	FLNC	3.3163710893358334e-05
IFT140	DOCK1	0.0007145237027116527
RPL22	RYR1	1.79668079123275e-05
DNAH5	TSC2	0.00018048921426687102
TAB3	MACF1	0.0003076281917458557
TAB3	NID1	0.00010957583581991693
USP9X	FLG	3.344141853328254e-05
PCDHA12	CNTN3	0.0005826612789569182
KALRN	PLXNA2	0.0005826612789569182
MKI67	MYH14	0.00020294442143650927
ASPM	PCDH10	0.0005826612789569182
EP400	DNAH5	0.0007950341790831909
THBS2	DSP	0.0005826612789569291
TSC2	FLNC	0.0008024603061822897
ASH1L	UBR4	6.257965968577794e-05
MYH7B	DAPK1	0.000315712356538295
SLIT3	ITIH6	0.00048615012999153747
MLL3	PCDHB6	0.0004184669957526883
UTRN	MLL3	0.0006289007070012744
LAMB2	CASK	0.0004100256057514914
CDH23	FLG	0.00044287446235329866
TECTA	DVL3	0.0002438888217390701
TAF1	BIRC6	0.0005057500432569058
PTPRS	RPL22	0.0003145405214920887
ARFGEF2	SCN4A	0.000315712356538295
FLG	KALRN	6.654789451331062e-05
DLGAP2	RPL22	0.0004953331247504476
SDK2	NEB	0.0004004505144072076
RERE	BIRC6	0.0008024603061822897
ATP10A	RPL22	0.0004953331247504476
UTRN	ZFHX3	3.8742719278143796e-05
APC	LAMB1	0.0007145237027115863
CACNA1G	PCDHGA3	0.000513552162592188
LRP1	STAG2	2.6636389236936875e-05
ZFAT	SEMA3D	0.00017969748987626597
FANCM	BAZ2B	0.00010957583581991693
TAF1	BCAN	0.000720341508899564
KIAA0664	ARID1B	1.7446252995159512e-05
MUC16	MDN1	0.0003373000068865812
LRRC4	JAG1	9.67890654872197e-06
PCNXL2	ZAN	0.000513552162592188
THOC2	FLG	0.00011614502216922286
FN1	RPL22	0.0003145405214920887
PTPRS	XIRP1	0.0002778372957709682
LIMK2	CSMD2	0.0008024603061822897
SPEN	ZZEF1	0.0007145237027115863
HMCN1	MYO15A	0.0009112962055163372
AR	NF1	0.00010957583581991693
WSCD1	BCOR	0.00018048921426685349
FN1	CELSR1	0.00024388882173905538
PXDN	ACO1	0.0004861501299915159
PCDHA6	DNAH9	0.0008024603061822897
DOCK1	MACF1	0.00033106590867811346
MGA	SYNE1	0.0003564859225709003
UTP20	DOCK1	0.00041002560575148625
NCOA6	MTUS2	0.0005826612789569291
NUP214	TUBGCP6	0.00010957583581991654
NEB	NBEA	0.0003934621221137666
CACNA1F	PCNXL2	0.00013824351079806514
DLGAP2	HERC2	7.050974497341318e-05
GLI3	FLG	0.0007654400919305844
FN1	LRFN2	0.0002778372957709682
ANK3	RNF213	0.0006289007070012521
UTRN	L1CAM	0.0002438888217390701
MUC4	PCNXL2	0.0009395954586374439
CACNB1	DNHD1	0.0008261332273801473
KSR1	PCLO	0.00041002560575148625
BIRC6	PLCE1	0.0006289007070012744
AHNAK	CARD11	0.0004100256057514914
CUX1	MED24	0.00017969748987626597
ZC3H13	DNAH5	0.00018048921426685349
AHNAK	RELN	0.0007145237027115863
LRP2	MUC17	4.7082433163792156e-05
ALPK2	BRCA2	0.0004861501299915159
OBSCN	THOC2	0.00020193897833982758
PCDH17	DNAH7	9.079945398490452e-05
FN1	USP9X	0.0005052292517948738
MACF1	DSP	0.0005748331289985488
ASXL3	FAM83B	0.000315712356538295
SVEP1	FAT4	0.0002608292789995592
IGF2R	RNF43	0.0002778372957709682
DSE	PARD3B	6.186419491562658e-05
UBR4	USH2A	0.0007108960777201426
DNAH8	RYR1	2.0721625909498456e-05
SYNJ1	FAT1	0.0005268819063456259
PCDHA13	LRRK2	0.00017969748987626855
UTRN	LZTR1	0.0008024603061822997
CAD	RPL22	0.00015427566935611082
SCN1A	DSCAM	4.606723863805744e-06
CAD	DNAH8	3.40165920808948e-05
MYO10	SACS	0.0008024603061822897
SORCS2	MYH7	0.0005826612789569291
FAT1	BPTF	0.00011360352735023171
CAD	RYR1	0.00015427566935611082
FGD2	KIAA0664	0.00027783729577094996
CHD3	FNDC1	0.00010158135209706381
RELN	DNHD1	0.00015138588327147495
PTCHD2	ZZEF1	0.00010957583581991693
TNXB	DYNC1H1	7.182183125962495e-05
SLC26A9	FLNA	0.0008024603061822897
LRP1B	CNTN3	0.0008024603061822997
TECTA	APEX2	0.0008024603061822997
IGF2R	CACNA1E	0.0005052292517948738
DNAH1	RNF213	0.00040227978719500326
SYNJ1	TNRC6A	0.00010158135209706381
DOCK1	SVIL	0.0004100256057514914
PCDHA4	PCDHB3	0.0004861501299915159
RELN	SON	0.00010957583581991654
RPL22	SLC26A9	0.0004953331247504415
PTCHD2	GON4L	6.186419491562658e-05
PCLO	VCAN	0.0007145237027115863
TAF1	AMOTL2	0.00018048921426687102
DLGAP2	LYST	0.00017969748987626855
ALPK2	MUC5B	0.0002976928160266816
PRRC2C	SHROOM3	0.00017969748987626597
TG	MUC5B	0.0006342759203254805
FLG	VCAN	0.0008215619951276042
FN1	DOCK1	0.00010158135209706381
SYNJ1	FYCO1	7.952829560627239e-06
BRIP1	SLX4	0.0001932989765424236
LAMB2	USP9X	0.0008261332273801473
DNAH5	MGAM	1.0429336615407409e-05
MKI67	SVIL	4.9107681780167305e-05
MAST4	DSP	0.0005826612789569291
CUL9	KALRN	0.00016088179171399943
SPEN	ANK1	0.0007145237027115863
VPS13B	GRIN2B	0.0005826612789569182
YLPM1	ITPR1	0.0008024603061822897
HYDIN	ZZEF1	0.0004861501299915159
TRRAP	RPL22	0.0007827087158462978
DLGAP2	RELN	0.00010957583581991693
ABCA12	KIF1A	0.00010158135209706381
PLXNA4	RYR1	0.0005828751251108281
IGF2R	LAMB2	0.00010158135209706381
ATM	SMG7	0.0002778372957709682
SYNJ1	GON4L	1.2198494519834224e-07
MGA	KIF5A	0.0004861501299915159
LRRC66	DCHS1	0.00041002560575148625
ASH1L	SCN1A	0.00017969748987626597
ZFAT	TNRC6A	1.7213393729869402e-06
TULP4	NID1	0.0001932989765424236
XIRP1	DYNC1H1	0.0008024603061822897
MLL3	TNRC6A	1.2993756587715922e-05
PXDN	TNN	0.0007875724885986374
DSP	MEGF8	9.079945398490372e-05
INSR	BIRC6	0.00013824351079806205
WHSC1L1	FLNB	0.00010957583581991693
DLGAP2	BCOR	0.00018048921426685349
ATP10B	BCAN	0.00031571235653829834
SPTA1	MEGF8	0.00013824351079806514
SPTBN5	MLL3	2.1595341039391987e-05
LRP2	RIMBP2	3.1077891763794455e-05
FAT3	AKAP13	5.251884275338463e-05
ARMC4	FGD2	6.186419491562658e-05
TRPM1	HYDIN	0.00027783729577094996
MLL3	FLNC	3.96863155050377e-05
HERC2	MDN1	0.00040555994213225166
DLGAP2	SPTA1	0.0008024603061822897
USP9X	RYR1	4.9335765806118254e-05
ZNF462	DNAH10	0.000585455245691068
VPS13B	CROCC	0.0005826612789569182
DOCK1	MUC17	0.000585455245691068
BRCA2	PCNXL2	0.00031571235653829834
